palmon_id;move_id;learned_on_level
849;562;1
849;568;1
849;586;48
849;598;1
849;609;1
849;715;1
849;786;44
850;21;30
850;35;5
850;44;10
850;52;1
850;83;35
850;108;1
850;172;15
850;242;40
850;450;20
850;489;25
850;679;50
850;680;45
850;682;55
851;21;32
851;35;1
851;44;1
851;52;1
851;83;39
851;108;1
851;172;15
851;242;46
851;450;20
851;489;25
851;517;1
851;679;60
851;680;53
851;682;67
852;20;10
852;43;1
852;66;30
852;179;40
852;197;15
852;249;1
852;269;35
852;276;45
852;280;20
852;339;25
852;364;5
853;20;1
853;43;1
853;66;30
853;179;40
853;190;1
853;197;15
853;249;1
853;269;35
853;276;45
853;280;20
853;339;25
853;364;1
853;576;50
853;753;0
854;72;12
854;110;1
854;182;18
854;202;36
854;247;48
854;262;54
854;310;1
854;312;30
854;389;24
854;417;42
854;504;60
854;597;6
855;72;1
855;110;1
855;174;66
855;182;18
855;202;36
855;247;48
855;262;54
855;310;1
855;312;30
855;389;24
855;417;42
855;504;60
855;597;1
855;668;1
855;752;0
856;60;20
856;93;1
856;94;40
856;312;15
856;347;35
856;361;45
856;505;25
856;574;10
856;589;1
856;605;30
856;791;5
857;60;20
857;93;1
857;94;44
857;312;15
857;347;37
857;361;51
857;505;25
857;574;1
857;589;1
857;605;30
857;693;0
857;791;1
858;60;20
858;93;1
858;94;46
858;312;15
858;347;37
858;361;55
858;427;0
858;505;25
858;574;1
858;589;1
858;605;30
858;693;1
858;750;64
858;791;1
859;44;4
859;207;20
859;252;1
859;259;28
859;260;8
859;313;12
859;372;16
859;389;24
859;399;33
859;417;36
859;492;44
859;583;40
859;590;1
860;44;1
860;207;20
860;252;1
860;259;28
860;260;1
860;313;12
860;372;16
860;389;24
860;399;35
860;417;40
860;492;52
860;583;46
860;590;1
860;793;0
861;44;1
861;207;20
861;252;1
861;259;28
861;260;1
861;313;12
861;339;1
861;359;64
861;372;16
861;389;24
861;399;35
861;417;40
861;492;56
861;583;48
861;590;1
861;612;1
861;789;0
861;793;1
862;28;1
862;29;12
862;33;1
862;36;28
862;38;56
862;42;1
862;43;1
862;66;1
862;68;42
862;122;1
862;154;18
862;156;23
862;184;35
862;238;1
862;269;49
862;400;1
862;415;1
862;468;15
862;555;9
862;608;1
862;792;0
863;6;12
863;10;1
863;37;54
863;45;1
863;103;36
863;154;31
863;163;42
863;207;24
863;232;16
863;252;1
863;269;20
863;319;48
863;334;1
863;368;1
863;442;0
863;468;1
864;33;1
864;50;1
864;101;45
864;106;1
864;174;30
864;180;15
864;195;1
864;243;55
864;246;20
864;288;50
864;310;1
864;408;40
864;506;25
864;668;35
865;14;45
865;21;50
865;28;1
865;43;1
865;64;1
865;197;25
865;210;1
865;249;15
865;280;40
865;282;30
865;334;0
865;348;55
865;413;65
865;432;35
865;515;60
865;660;1
865;693;20
865;794;70
866;1;1
866;24;24
866;60;28
866;93;12
866;94;48
866;95;32
866;102;1
866;113;1
866;115;1
866;182;1
866;196;20
866;219;1
866;226;1
866;227;1
866;229;1
866;243;36
866;272;1
866;278;1
866;298;52
866;303;1
866;313;1
866;335;1
866;383;1
866;389;40
866;420;1
866;495;1
866;502;16
866;573;44
866;581;1
866;605;1
867;21;32
867;50;12
867;89;50
867;101;1
867;114;1
867;174;38
867;182;1
867;184;1
867;194;62
867;212;28
867;247;44
867;310;1
867;421;0
867;470;56
867;471;56
867;506;24
867;578;20
867;693;16
868;33;1
868;105;40
868;151;30
868;186;5
868;213;25
868;230;10
868;312;20
868;494;50
868;577;15
868;581;45
868;597;1
868;605;35
869;33;1
869;105;40
869;151;30
869;186;1
869;213;25
869;230;1
869;312;20
869;494;50
869;577;15
869;581;45
869;597;1
869;605;35
869;777;0
870;29;15
870;33;1
870;68;60
870;116;10
870;179;30
870;182;1
870;203;25
870;224;55
870;249;5
870;334;45
870;339;20
870;370;50
870;660;35
870;748;40
871;31;15
871;55;5
871;61;25
871;64;1
871;84;1
871;105;30
871;174;35
871;209;20
871;268;10
871;367;55
871;398;45
871;435;60
871;604;40
871;716;50
872;181;1
872;522;1
873;54;12
873;59;40
873;62;24
873;78;4
873;181;1
873;196;0
873;213;1
873;258;28
873;270;1
873;297;21
873;366;44
873;405;32
873;432;16
873;469;48
873;483;52
873;522;1
873;611;8
873;694;36
874;23;24
874;25;66
874;34;42
874;88;1
874;157;36
874;317;12
874;335;1
874;356;18
874;397;6
874;444;60
874;446;30
874;469;48
874;484;54
875;29;24
875;33;1
875;54;6
875;57;54
875;59;60
875;133;30
875;181;1
875;196;18
875;258;42
875;311;12
875;573;36
875;694;48
876;60;15
876;94;35
876;227;5
876;270;20
876;312;30
876;347;40
876;387;55
876;471;45
876;495;25
876;500;1
876;574;10
876;589;1
876;678;50
877;37;60
877;39;1
877;43;5
877;44;25
877;84;1
877;97;40
877;98;15
877;209;30
877;242;50
877;259;35
877;260;20
877;331;45
877;681;10
877;783;55
878;23;20
878;33;1
878;45;1
878;70;35
878;91;30
878;205;5
878;249;10
878;276;55
878;334;25
878;442;40
878;523;15
878;583;45
878;667;50
879;23;20
879;33;1
879;45;1
879;70;37
879;91;30
879;205;1
879;249;1
879;276;65
879;334;25
879;442;44
879;484;0
879;523;15
879;583;51
879;667;58
880;21;49
880;23;42
880;33;1
880;84;1
880;246;21
880;268;7
880;332;14
880;365;28
880;406;70
880;407;77
880;435;56
880;525;35
880;754;63
881;21;49
881;59;77
881;84;1
881;181;1
881;246;21
881;268;7
881;365;28
881;419;35
881;435;56
881;497;14
881;556;70
881;573;42
881;754;63
882;23;42
882;33;1
882;44;28
882;55;1
882;162;49
882;182;7
882;225;35
882;242;56
882;246;21
882;406;70
882;407;77
882;693;14
882;755;63
883;44;28
883;55;1
883;59;77
883;162;49
883;181;1
883;182;7
883;196;14
883;242;56
883;246;21
883;556;70
883;573;42
883;694;35
883;755;63
884;43;1
884;63;66
884;232;1
884;249;6
884;319;18
884;334;36
884;337;48
884;368;60
884;430;54
884;468;12
884;525;30
884;673;42
884;784;24
885;44;1
885;98;1
885;310;1
885;611;1
886;36;54
886;38;66
886;44;1
886;97;24
886;98;1
886;199;6
886;310;1
886;349;42
886;369;36
886;372;12
886;387;72
886;406;0
886;407;61
886;458;30
886;506;18
886;566;48
886;611;1
887;36;54
887;38;70
887;44;1
887;97;24
887;98;1
887;199;6
887;225;1
887;310;1
887;349;42
887;369;36
887;372;12
887;387;78
887;389;1
887;407;63
887;458;30
887;506;18
887;566;48
887;611;1
887;751;0
888;14;22
888;44;1
888;98;1
888;163;11
888;232;1
888;242;55
888;336;1
888;370;77
888;416;88
888;442;33
888;501;1
888;533;1
888;585;66
888;673;44
889;44;1
889;98;1
889;163;11
889;232;1
889;242;55
889;334;22
889;336;1
889;368;1
889;370;77
889;416;88
889;442;33
889;469;1
889;585;66
889;673;44
890;53;48
890;63;80
890;92;8
890;97;1
890;105;72
890;109;1
890;322;64
890;342;1
890;349;24
890;406;40
890;440;32
890;474;16
890;525;1
890;744;56
890;795;88
891;29;20
891;43;1
891;68;44
891;116;8
891;184;16
891;197;28
891;203;4
891;223;40
891;249;1
891;264;52
891;280;24
891;332;12
891;339;32
891;370;48
891;442;36
892;29;20
892;43;1
892;68;44
892;116;1
892;184;16
892;197;28
892;203;1
892;223;40
892;249;1
892;264;52
892;280;24
892;332;12
892;339;32
892;370;48
892;389;1
892;442;36
892;817;0
893;10;1
893;20;1
893;22;12
893;37;78
893;43;6
893;44;42
893;74;18
893;154;24
893;184;30
893;207;54
893;235;66
893;359;72
893;369;48
893;412;60
893;438;84
893;447;36
893;816;90
894;37;54
894;63;72
894;84;1
894;85;42
894;86;24
894;153;78
894;192;66
894;199;60
894;229;1
894;245;30
894;246;12
894;351;18
894;393;48
894;527;6
894;819;36
895;11;1
895;37;54
895;44;6
895;63;72
895;116;24
895;153;78
895;225;18
895;239;1
895;242;30
895;246;12
895;337;36
895;349;48
895;359;42
895;673;60
895;820;66
896;14;72
896;23;18
896;24;6
896;33;1
896;36;42
896;37;54
896;38;66
896;39;1
896;54;30
896;259;24
896;269;60
896;334;48
896;419;12
896;556;36
897;23;18
897;24;6
897;33;1
897;36;42
897;37;54
897;38;66
897;39;1
897;50;60
897;97;48
897;109;24
897;114;30
897;247;36
897;417;72
897;506;12
898;1;1
898;72;1
898;73;64
898;74;1
898;76;80
898;93;1
898;94;56
898;202;16
898;248;88
898;270;32
898;312;40
898;412;48
898;473;24
898;505;72
898;791;8
10001;35;1
10001;43;1
10001;63;50
10001;94;25
10001;100;10
10001;101;5
10001;192;40
10001;228;20
10001;269;15
10001;276;30
10001;322;35
10001;354;45
10001;375;43
10001;428;49
10002;35;1
10002;43;1
10002;68;50
10002;94;25
10002;100;10
10002;101;5
10002;105;40
10002;133;35
10002;191;20
10002;243;50
10002;282;15
10002;289;30
10002;334;35
10002;354;45
10002;375;43
10002;428;49
10003;35;1
10003;43;1
10003;94;25
10003;97;35
10003;101;5
10003;104;10
10003;105;40
10003;129;30
10003;228;20
10003;245;50
10003;282;15
10003;354;45
10003;375;43
10003;428;49
10004;33;1
10004;60;32
10004;90;47
10004;93;23
10004;94;44
10004;106;29
10004;175;38
10004;182;1
10004;213;41
10004;237;20
10004;350;26
10004;445;35
10004;450;1
10004;389;1
10004;405;50
10004;483;0
10005;33;1
10005;60;32
10005;93;23
10005;94;44
10005;175;38
10005;182;1
10005;213;41
10005;237;20
10005;319;29
10005;429;26
10005;442;47
10005;445;35
10005;450;1
10005;368;1
10005;389;1
10005;405;50
10005;483;0
10006;73;19
10006;74;1
10006;98;28
10006;186;82
10006;230;37
10006;345;10
10006;363;46
10006;388;55
10006;403;64
10006;412;73
10006;437;91
10006;465;100
10007;163;15
10007;184;1
10007;225;1
10007;246;10
10007;337;28
10007;377;50
10007;396;37
10007;414;33
10007;421;42
10007;466;6
10007;467;40
10007;194;24
10007;425;1
10007;506;21
10007;220;49
10007;432;1
10008;84;1
10008;86;1
10008;104;1
10008;109;1
10008;164;36
10008;253;8
10008;268;1
10008;271;1
10008;310;1
10008;351;22
10008;435;1
10008;466;29
10008;486;20
10008;506;35
10009;84;1
10009;86;1
10009;104;1
10009;109;1
10009;164;36
10009;253;8
10009;268;1
10009;271;1
10009;310;1
10009;351;22
10009;435;1
10009;466;29
10009;486;20
10009;506;35
10010;84;1
10010;86;1
10010;104;1
10010;109;1
10010;164;36
10010;253;8
10010;268;1
10010;271;1
10010;310;1
10010;351;22
10010;435;1
10010;466;29
10010;486;20
10010;506;35
10011;84;1
10011;86;1
10011;104;1
10011;109;1
10011;164;36
10011;253;8
10011;268;1
10011;271;1
10011;310;1
10011;351;22
10011;435;1
10011;466;29
10011;486;20
10011;506;35
10012;84;1
10012;86;1
10012;104;1
10012;109;1
10012;164;36
10012;253;8
10012;268;1
10012;271;1
10012;310;1
10012;351;22
10012;435;1
10012;466;29
10012;486;20
10012;506;35
10013;33;1
10013;52;10
10013;55;10
10013;181;10
10013;240;20
10013;241;20
10013;258;20
10013;311;25
10013;29;15
10013;56;35
10013;59;35
10013;126;35
10013;542;45
10014;33;1
10014;52;10
10014;55;10
10014;181;10
10014;240;20
10014;241;20
10014;258;20
10014;311;25
10014;29;15
10014;56;35
10014;59;35
10014;126;35
10014;542;45
10015;33;1
10015;52;10
10015;55;10
10015;181;10
10015;240;20
10015;241;20
10015;258;20
10015;311;25
10015;29;15
10015;56;35
10015;59;35
10015;126;35
10015;542;45
10016;29;5
10016;33;1
10016;36;14
10016;37;1
10016;38;26
10016;44;7
10016;55;1
10016;175;1
10016;184;20
10016;242;17
10016;253;3
10016;401;20
10016;453;9
10016;487;23
10016;498;11
10016;515;38
10016;39;1
10016;457;46
10017;7;22
10017;29;14
10017;33;1
10017;37;27
10017;99;1
10017;187;30
10017;205;1
10017;207;17
10017;263;19
10017;269;1
10017;276;47
10017;315;54
10017;359;0
10017;394;33
10017;424;11
10017;510;1
10017;526;16
10017;44;1
10017;52;1
10017;253;32
10018;47;1
10018;60;31
10018;93;1
10018;94;57
10018;98;1
10018;195;85
10018;272;71
10018;298;21
10018;304;64
10018;358;50
10018;369;43
10018;370;78
10018;496;1
10018;497;36
10018;512;26
10019;16;1
10019;37;1
10019;44;7
10019;97;25
10019;207;1
10019;240;55
10019;242;40
10019;253;1
10019;279;13
10019;310;1
10019;314;19
10019;326;25
10019;359;1
10019;366;1
10019;399;67
10019;403;35
10019;542;1
10019;43;5
10020;37;1
10020;44;7
10020;84;1
10020;87;61
10020;97;25
10020;207;1
10020;242;40
10020;253;1
10020;268;1
10020;279;13
10020;310;1
10020;351;19
10020;359;1
10020;377;25
10020;399;67
10020;417;1
10020;435;37
10020;43;5
10020;240;60
10020;521;35
10021;14;25
10021;88;1
10021;89;49
10021;90;1
10021;157;35
10021;200;1
10021;201;55
10021;286;1
10021;317;1
10021;326;25
10021;335;1
10021;341;1
10021;359;1
10021;386;7
10021;414;37
10021;444;50
10021;523;13
10021;43;5
10021;328;1
10022;58;22
10022;59;56
10022;82;1
10022;163;8
10022;196;1
10022;200;72
10022;225;1
10022;246;1
10022;283;16
10022;286;8
10022;304;40
10022;406;24
10022;553;50
10022;559;43
10022;568;1
10022;329;88
10022;573;1
10023;58;22
10023;59;56
10023;82;1
10023;163;8
10023;196;1
10023;200;72
10023;225;1
10023;246;1
10023;283;16
10023;286;8
10023;304;40
10023;406;24
10023;554;50
10023;558;43
10023;568;1
10023;329;88
10023;573;1
10024;14;49
10024;24;1
10024;36;19
10024;43;1
10024;56;63
10024;61;1
10024;270;1
10024;370;70
10024;401;35
10024;453;1
10024;501;14
10024;514;28
10024;526;1
10024;533;43
10024;548;1
10025;10;1
10025;43;1
10025;60;17
10025;93;1
10025;94;40
10025;113;13
10025;247;31
10025;248;50
10025;252;1
10025;272;29
10025;324;45
10025;326;35
10025;343;1
10025;345;1
10025;382;1
10025;389;24
10025;451;15
10025;473;25
10025;500;1
10025;574;1
10025;115;34
10026;14;1
10026;163;1
10026;210;1
10026;228;1
10026;332;1
10026;334;1
10026;379;1
10026;400;1
10026;425;1
10026;442;1
10026;457;1
10026;475;1
10026;533;1
10026;588;0
10026;33;1
10026;319;1
10026;514;1
10027;73;16
10027;75;12
10027;109;1
10027;184;4
10027;220;42
10027;247;36
10027;271;1
10027;310;1
10027;331;20
10027;388;11
10027;402;32
10027;425;4
10027;567;1
10028;73;16
10028;75;12
10028;109;1
10028;184;4
10028;220;42
10028;247;36
10028;271;1
10028;310;1
10028;331;20
10028;388;11
10028;402;32
10028;425;4
10028;567;1
10029;73;16
10029;75;12
10029;109;1
10029;184;4
10029;220;42
10029;247;36
10029;271;1
10029;310;1
10029;331;20
10029;388;11
10029;402;32
10029;425;4
10029;567;1
10030;73;16
10030;75;12
10030;109;1
10030;153;1
10030;184;1
10030;220;42
10030;247;36
10030;271;1
10030;310;1
10030;331;20
10030;388;11
10030;402;32
10030;425;1
10030;566;1
10030;567;1
10030;585;1
10031;73;16
10031;75;12
10031;109;1
10031;153;1
10031;184;1
10031;220;42
10031;247;36
10031;271;1
10031;310;1
10031;331;20
10031;388;11
10031;402;32
10031;425;1
10031;566;1
10031;567;1
10031;585;1
10032;73;16
10032;75;12
10032;109;1
10032;153;1
10032;184;1
10032;220;42
10032;247;36
10032;271;1
10032;310;1
10032;331;20
10032;388;11
10032;402;32
10032;425;1
10032;566;1
10032;567;1
10032;585;1
10033;22;1
10033;33;1
10033;36;15
10033;38;31
10033;45;1
10033;73;1
10033;74;28
10033;75;20
10033;76;53
10033;77;13
10033;79;13
10033;80;0
10033;230;23
10033;235;45
10033;388;39
10033;572;50
10033;133;1
10033;438;1
10034;10;1
10034;17;0
10034;45;1
10034;52;1
10034;53;47
10034;82;17
10034;83;33
10034;108;1
10034;163;41
10034;184;21
10034;257;1
10034;337;1
10034;394;1
10034;403;1
10034;421;1
10034;424;28
10034;481;32
10034;517;62
10034;68;1
10034;154;20
10034;242;1
10035;10;1
10035;17;0
10035;45;1
10035;52;1
10035;53;47
10035;82;17
10035;83;33
10035;108;1
10035;163;41
10035;184;21
10035;257;1
10035;337;1
10035;394;1
10035;403;1
10035;421;1
10035;424;28
10035;481;32
10035;517;62
10035;68;1
10035;154;20
10035;242;1
10036;33;1
10036;39;1
10036;44;16
10036;55;1
10036;56;60
10036;110;1
10036;130;39
10036;145;1
10036;182;24
10036;229;20
10036;240;53
10036;334;46
10036;352;28
10036;401;32
10036;430;1
10036;29;54
10036;61;33
10036;252;1
10036;453;1
10037;50;1
10037;60;1
10037;93;1
10037;94;38
10037;100;1
10037;105;31
10037;115;26
10037;134;0
10037;248;43
10037;271;46
10037;347;0
10037;357;22
10037;427;28
10037;477;33
10037;502;24
10037;101;19
10037;112;1
10037;148;1
10037;164;26
10037;227;1
10038;95;1
10038;101;12
10038;109;1
10038;122;1
10038;138;39
10038;171;61
10038;174;12
10038;180;1
10038;194;50
10038;212;8
10038;247;30
10038;325;0
10038;371;28
10038;389;19
10038;399;36
10038;506;55
10038;50;1
10038;92;21
10038;114;1
10038;123;1
10038;139;7
10038;261;14
10039;4;1
10039;5;25
10039;39;10
10039;43;1
10039;44;13
10039;99;22
10039;146;33
10039;179;50
10039;200;44
10039;203;43
10039;242;37
10039;252;6
10039;389;49
10039;458;19
10039;498;31
10040;11;1
10040;12;47
10040;14;32
10040;20;4
10040;37;36
10040;66;26
10040;69;8
10040;106;11
10040;116;1
10040;233;18
10040;276;43
10040;279;15
10040;280;16
10040;404;20
10040;480;33
10040;458;22
10041;37;1
10041;43;1
10041;44;0
10041;56;41
10041;63;47
10041;82;1
10041;239;24
10041;240;38
10041;349;44
10041;401;30
10041;423;27
10041;242;36
10041;184;33
10041;542;48
10041;20;1
10041;99;21
10041;127;31
10041;200;41
10041;525;26
10042;17;1
10042;36;41
10042;44;1
10042;46;7
10042;48;1
10042;63;63
10042;97;17
10042;157;42
10042;184;1
10042;242;33
10042;246;25
10042;416;81
10042;422;1
10042;423;1
10042;424;1
10042;442;1
10042;507;49
10042;19;49
10042;88;21
10043;50;1
10043;54;11
10043;93;1
10043;94;57
10043;105;50
10043;112;64
10043;129;8
10043;133;44
10043;219;1
10043;244;22
10043;248;15
10043;357;29
10043;382;93
10043;384;43
10043;385;43
10043;396;70
10043;427;36
10043;540;100
10043;149;1
10043;673;1
10043;60;22
10043;97;88
10043;100;1
10043;109;1
10043;347;99
10044;50;1
10044;54;11
10044;93;1
10044;94;57
10044;105;50
10044;112;64
10044;129;8
10044;133;44
10044;219;1
10044;244;22
10044;248;15
10044;357;29
10044;382;93
10044;384;43
10044;385;43
10044;396;70
10044;427;36
10044;540;100
10044;149;1
10044;673;1
10044;60;22
10044;97;88
10044;100;1
10044;109;1
10044;347;99
10045;7;1
10045;9;0
10045;33;1
10045;36;20
10045;45;1
10045;84;1
10045;86;1
10045;87;62
10045;109;29
10045;113;57
10045;178;11
10045;192;1
10045;268;16
10045;324;51
10045;406;1
10045;408;35
10045;435;40
10045;486;25
10045;538;46
10045;569;1
10045;602;1
10046;13;33
10046;14;57
10046;43;1
10046;97;17
10046;98;1
10046;116;5
10046;163;29
10046;206;13
10046;210;25
10046;228;9
10046;232;21
10046;334;37
10046;364;1
10046;400;45
10046;404;41
10046;418;1
10046;442;50
10046;458;49
10047;30;1
10047;31;7
10047;33;1
10047;36;28
10047;42;31
10047;43;1
10047;68;19
10047;179;43
10047;203;1
10047;224;37
10047;280;25
10047;292;1
10047;331;1
10047;332;10
10047;364;7
10047;370;34
10047;400;1
10047;498;16
10048;43;1
10048;44;16
10048;46;13
10048;52;1
10048;53;50
10048;123;1
10048;185;35
10048;242;56
10048;251;26
10048;316;20
10048;336;1
10048;373;41
10048;417;1
10048;422;1
10048;424;30
10048;492;45
10048;517;1
10049;37;28
10049;43;1
10049;44;1
10049;63;73
10049;89;54
10049;103;1
10049;157;19
10049;184;23
10049;201;1
10049;242;47
10049;371;41
10049;399;34
10049;416;82
10049;422;1
10049;423;1
10049;424;1
10049;444;63
10049;498;14
10050;7;1
10050;10;1
10050;24;1
10050;28;1
10050;45;1
10050;52;1
10050;64;14
10050;98;25
10050;116;1
10050;136;1
10050;163;42
10050;299;0
10050;327;57
10050;339;28
10050;394;1
10050;413;49
10050;488;20
10051;45;1
10051;93;1
10051;94;31
10051;95;49
10051;100;1
10051;104;1
10051;138;53
10051;248;40
10051;273;14
10051;286;35
10051;345;17
10051;347;26
10051;361;1
10051;445;44
10051;500;1
10051;505;19
10051;581;1
10051;585;1
10051;574;11
10051;577;23
10052;11;17
10052;44;9
10052;45;1
10052;185;21
10052;226;25
10052;230;13
10052;242;29
10052;254;41
10052;255;41
10052;256;41
10052;269;1
10052;310;1
10052;313;5
10052;334;33
10052;389;37
10052;442;1
10052;583;1
10052;584;1
10053;29;1
10053;33;1
10053;36;22
10053;38;45
10053;46;18
10053;106;1
10053;182;16
10053;189;1
10053;231;35
10053;232;10
10053;319;31
10053;334;15
10053;368;63
10053;442;22
10053;475;48
10053;484;57
10053;157;25
10053;317;13
10054;7;1
10054;8;1
10054;9;1
10054;93;1
10054;96;1
10054;105;47
10054;117;1
10054;136;28
10054;170;18
10054;179;42
10054;197;1
10054;237;15
10054;244;31
10054;347;23
10054;364;15
10054;367;33
10054;379;36
10054;395;17
10054;428;1
10054;68;53
10054;203;12
10055;33;1
10055;43;1
10055;44;24
10055;46;36
10055;86;1
10055;87;54
10055;98;10
10055;209;13
10055;268;48
10055;316;16
10055;336;1
10055;422;19
10055;424;1
10055;435;30
10055;528;42
10055;604;1
10056;101;1
10056;103;1
10056;174;1
10056;180;1
10056;185;19
10056;247;30
10056;261;13
10056;271;58
10056;282;1
10056;288;52
10056;289;46
10056;373;34
10056;389;34
10056;425;13
10056;506;22
10056;566;1
10057;10;1
10057;13;1
10057;14;25
10057;43;1
10057;44;16
10057;98;1
10057;104;19
10057;163;22
10057;195;1
10057;197;1
10057;228;10
10057;248;1
10057;269;1
10057;364;1
10057;382;1
10057;389;45
10057;400;29
10057;427;37
10058;28;1
10058;33;1
10058;36;15
10058;82;1
10058;91;40
10058;163;28
10058;201;1
10058;242;0
10058;328;19
10058;337;33
10058;407;55
10058;424;1
10058;530;1
10059;14;19
10059;68;6
10059;98;1
10059;193;1
10059;197;1
10059;198;29
10059;232;1
10059;245;1
10059;319;24
10059;347;47
10059;364;11
10059;370;1
10059;382;37
10059;396;0
10059;406;1
10059;501;33
10059;505;51
10059;612;15
10059;526;42
10059;673;1
10060;8;1
10060;43;1
10060;54;21
10060;59;47
10060;75;1
10060;181;1
10060;196;1
10060;207;17
10060;275;31
10060;320;13
10060;329;58
10060;420;26
10060;452;36
10061;22;1
10061;33;1
10061;75;15
10061;76;58
10061;80;51
10061;273;20
10061;312;38
10061;345;25
10061;381;10
10061;572;33
10061;580;27
10061;581;43
10061;584;1
10061;585;46
10061;617;50
10062;94;51
10062;105;32
10062;149;1
10062;204;1
10062;219;1
10062;225;20
10062;270;1
10062;273;1
10062;287;13
10062;296;24
10062;346;4
10062;361;1
10062;375;28
10062;406;1
10062;428;40
10062;470;1
10062;505;1
10062;513;1
10062;500;10
10063;94;51
10063;105;32
10063;149;1
10063;182;4
10063;219;1
10063;225;20
10063;262;1
10063;270;1
10063;287;13
10063;295;24
10063;349;1
10063;375;28
10063;377;1
10063;406;1
10063;428;40
10063;471;1
10063;477;1
10063;505;1
10063;500;10
10064;33;1
10064;36;44
10064;45;1
10064;55;1
10064;89;51
10064;117;18
10064;157;28
10064;182;32
10064;189;1
10064;193;12
10064;283;56
10064;330;39
10064;341;1
10064;359;1
10064;426;22
10065;1;1
10065;21;33
10065;43;1
10065;71;1
10065;72;13
10065;97;28
10065;98;1
10065;103;69
10065;197;39
10065;206;51
10065;210;1
10065;228;18
10065;348;23
10065;400;1
10065;404;45
10065;437;1
10065;501;57
10065;530;0
10066;10;1
10066;43;1
10066;101;6
10066;109;31
10066;154;11
10066;185;19
10066;193;4
10066;197;14
10066;212;46
10066;247;39
10066;252;21
10066;282;26
10066;310;9
10066;386;24
10066;408;36
10066;421;29
10066;425;16
10066;428;34
10066;492;41
10066;511;44
10067;31;7
10067;36;23
10067;45;1
10067;47;1
10067;54;14
10067;64;1
10067;143;1
10067;195;46
10067;219;9
10067;225;0
10067;287;26
10067;310;1
10067;349;30
10067;363;20
10067;365;1
10067;406;40
10067;496;17
10067;538;34
10067;574;11
10067;585;52
10068;14;26
10068;43;1
10068;93;1
10068;100;1
10068;104;1
10068;163;0
10068;182;49
10068;206;44
10068;210;14
10068;270;35
10068;348;1
10068;364;40
10068;370;1
10068;400;1
10068;427;31
10068;469;23
10068;500;1
10068;501;11
10068;505;19
10068;332;17
10069;1;1
10069;3;17
10069;36;33
10069;38;49
10069;45;1
10069;213;21
10069;270;1
10069;287;9
10069;290;25
10069;387;1
10069;493;45
10069;494;29
10069;495;41
10069;505;37
10069;574;13
10069;581;1
10069;589;1
10069;608;5
10069;304;1
10070;43;1
10070;44;1
10070;97;45
10070;99;1
10070;103;18
10070;116;1
10070;130;51
10070;163;0
10070;184;29
10070;207;22
10070;242;40
10070;269;56
10070;305;34
10070;364;1
10070;372;15
10070;400;1
10070;423;25
10070;453;11
10071;29;23
10071;33;1
10071;45;1
10071;50;19
10071;55;1
10071;93;14
10071;94;49
10071;110;0
10071;133;43
10071;174;1
10071;240;55
10071;244;62
10071;281;1
10071;303;36
10071;352;28
10071;428;32
10071;505;1
10071;23;1
10071;57;36
10071;156;30
10072;20;1
10072;21;28
10072;33;1
10072;38;49
10072;88;7
10072;91;43
10072;99;13
10072;103;31
10072;106;1
10072;157;34
10072;174;4
10072;201;52
10072;225;25
10072;231;40
10072;242;37
10072;300;1
10072;317;10
10072;360;20
10072;422;1
10072;423;1
10072;424;1
10072;444;46
10072;446;16
10072;475;19
10072;479;22
10073;16;1
10073;17;15
10073;18;17
10073;28;1
10073;33;1
10073;97;31
10073;98;1
10073;119;11
10073;239;22
10073;297;27
10073;355;17
10073;366;50
10073;403;43
10073;542;1
10073;13;53
10073;143;1
10073;257;1
10074;29;28
10074;43;1
10074;44;19
10074;59;48
10074;104;1
10074;181;1
10074;182;32
10074;196;14
10074;242;41
10074;258;54
10074;329;1
10074;420;1
10074;423;23
10074;524;37
10074;573;0
10075;33;1
10075;88;1
10075;106;1
10075;113;60
10075;115;12
10075;159;5
10075;175;31
10075;219;70
10075;246;27
10075;285;35
10075;433;46
10075;444;49
10075;446;18
10075;470;21
10075;479;8
10075;585;50
10075;591;50
10075;408;40
10076;36;1
10076;63;60
10076;93;1
10076;94;38
10076;97;41
10076;184;35
10076;228;23
10076;232;1
10076;309;44
10076;334;52
10076;357;29
10076;359;0
10076;393;1
10076;418;26
10076;428;32
10077;34;20
10077;38;80
10077;56;75
10077;58;35
10077;184;5
10077;246;1
10077;323;90
10077;329;65
10077;330;60
10077;347;50
10077;352;1
10077;392;30
10077;401;15
10077;618;45
10078;76;60
10078;89;35
10078;90;65
10078;126;75
10078;156;30
10078;184;5
10078;246;1
10078;284;90
10078;339;50
10078;341;1
10078;359;80
10078;414;15
10078;436;20
10078;619;45
10079;19;65
10079;63;90
10079;156;35
10079;184;5
10079;200;80
10079;239;1
10079;242;20
10079;245;45
10079;246;15
10079;304;75
10079;349;60
10079;403;30
10079;406;50
10080;21;37
10080;39;1
10080;45;5
10080;84;1
10080;85;42
10080;86;18
10080;87;58
10080;97;45
10080;98;10
10080;104;23
10080;113;53
10080;209;26
10080;364;21
10080;435;34
10080;486;13
10080;528;50
10080;589;7
10080;609;29
10081;21;37
10081;39;1
10081;45;5
10081;84;1
10081;85;42
10081;86;18
10081;87;58
10081;97;45
10081;98;10
10081;104;23
10081;113;53
10081;209;26
10081;364;21
10081;435;34
10081;486;13
10081;528;50
10081;589;7
10081;609;29
10082;21;37
